Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
time section grid,15-18,4,NT - number of time steps,,,,,Experimental
time section grid,19,1,Unit of offset from reference time,(see Code table 4.4),,4.4,,Experimental
time section grid,20-23,4,Offset from reference of first time (negative value when first bit set),,,,,Experimental
time section grid,24,1,Type of time increment,(see Code table 4.11),,4.11,,Experimental
time section grid,25,1,Unit of time increment,(see Code table 4.4),,4.4,,Experimental
time section grid,26-29,4,Time increment (negative value when first bit set),,,,,Experimental
time section grid,,,30-36   Last date/time,,,,,Experimental
time section grid,30-31,2,Year,,,,,Experimental
time section grid,32,1,Month,,,,,Experimental
time section grid,33,1,Day,,,,,Experimental
time section grid,34,1,Hour,,,,,Experimental
time section grid,35,1,Minute,,,,,Experimental
time section grid,36,1,Second,,,,,Experimental
time section grid,37-38,2,Number of vertical points,,,,,Experimental
time section grid,39,1,Physical meaning of vertical coordinate,(see Code table 3.15),,3.15,,Experimental
time section grid,40,1,Vertical dimension coordinate values definition,(see Code table 3.21),,3.21,,Experimental
time section grid,41-42,2,NC - number of coefficients or values used to specify vertical coordinates,,,,,Experimental
time section grid,43-(42+NCx4),,"Coefficients to define vertical dimension coordinate values in functional form, or the explicit coordinate values (IEEE 32-bit floating-point values)",,,,,Experimental
