Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",12,1,Tile classification,(see Code table 4.242),,4.242,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",13,1,Total number (NT) of tile/attribute pairs,(see Notes 1 and 2),"20,58",,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",14,1,Number of used spatial tiles (NUT),(see Notes 1 and 2),"20,58",,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",15,1,"Tile index (ITN = {1,…, NUT})",(see Note 1),58,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",16,1,Number of used tile attributes (NAT) for tile ITN,(see Note 1),58,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",17,1,"Attribute of tile (A = {A(1),…, A(NAT(ITN))})",(see Code table 4.241 and Note 1),58,4.241,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",18,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",19,1,Background generating process identifier (defined by originating centre),,,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",20,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",21-22,2,Hours of observational data cut-off after reference time,(see Note 3),33,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",23,1,Minutes of observational data cut-off after reference time,,,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",24,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",25-28,4,Forecast time in units defined by octet 24,(see Note 4),111,,,Operational
"average, accumulation and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",29,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
