Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",0,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",1,,Household air pollution,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",2,,Air pollution (point source),,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",3,,Ambient (outdoor) air pollution,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",4,,Land degradation,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",5,,Soil degradation,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",6,,Runoff / nonpoint source pollution,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",7,,Salinity,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",8,,Biodiversity loss,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",9,,Deforestation,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",10,,Forest declines and diebacks,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",11,,Forest disturbances,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",12,,Forest invasive species,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",13,,Wildfires,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",14,,Desertification,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",15,,Loss of mangroves,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",16,,Wetland loss/degradation,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",17,,Coral bleaching,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",18,,Compressive soils,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",19,,Soil erosion,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",20,,Coastal erosion and shoreline change,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",21,,Permafrost loss,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",22,,Sand mining,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",23,,Sea level rise,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",24,,Eutrophication,,,Code table 4.253,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",25-190,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",191-254,,Reserved for local use,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",255,,Missing,,,-,Operational
