Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",10,1,Parameter category (see Code table 4.1),,,4.1,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",11,1,Parameter number (see Code table 4.2),,,4.2,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",12-13,2,Atmospheric chemical constituent type (see Code table 4.230),,,4.230,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",14,1,Source or sink (see Code table 4.238),,,4.238,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",15-16,2,Transport model used,(See Code table 4.333),,4.333,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",17-18,2,Requested by entity,(see Common Code table  C-11),,c-11,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",19-20,2,Scenario origin,(See Code table 4.335),,4.335,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",21-22,2,NWP used,(See Code table 4.336),,4.336,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",23-24,2,Release start year,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",25,1,Release start month,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",26,1,Release start day,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",27,1,Release start hour,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",28,1,Release start minute,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",29,1,Release start second,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",30-31,2,Wall clock initial time of execution (year),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",32,1,Wall clock initial time of execution (month),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",33,1,Wall clock initial time of execution (day),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",34,1,Wall clock initial time of execution (hour),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",35,1,Wall clock initial time of execution (minute),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",36,1,Wall clock initial time of execution (second),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",37,1,Type of generating process (see Code table 4.3),,,4.3,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",38,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",39,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",40-41,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",42,1,Minutes after reference time of data cut-off,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",43,1,Indicator of unit of time range (see Code table 4.4),,,4.4,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",44-47,4,Forecast time in units defined by octet 43,(see Note 2),111,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",48,1,Type of first fixed surface (see Code table 4.5),,,4.5,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",49,1,Scale factor of first fixed surface,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",50-53,4,Scaled value of first fixed surface,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",54,1,Type of second fixed surface (see Code table 4.5),,,4.5,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",55,1,Scale factor of second fixed surface,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",56-59,4,Scaled value of second fixed surface,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",60-61,2,Year of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",62,1,Month of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",63,1,Day of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",64,1,Hour of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",65,1,Minute of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",66,1,Second of end of overall time interval,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",67,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",68-71,4,Total number of data values missing in statistical process,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",,,72-83   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",72,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.1,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",73,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",74,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",75-78,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",79,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
