Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,13,1,Background generating process identifier (defined by originating centre),,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,15-16,4,Hours after reference time of data cut-off,(see Note),33,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,17,1,Minutes after reference time of data cut-off,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,19-22,4,Forecast time in units defined by octet 18,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,24,1,Scale factor of first fixed surface,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,25-28,2,Scaled value of first fixed surface,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,36-39,4,Number of forecasts in ensemble,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,40-41,2,Year of model version date,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,42,1,Monthof model version date,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,43,1,Day of model version date,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,44,1,Hour of model version date,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,45,1,Minute of model version date,,,,,Operational
Derived reforecast based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,46,1,Second of model version date,,,,,Operational
