Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",33,1,Scale factor of second fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",34-37,4,Scaled value of second fixed surface,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",38-39,2,Total number of quantile q,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",40-41,2,Number of forecasts in ensemble,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",42-43,2,Year of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",44,1,Month of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",45,1,Day of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",46,1,Hour of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",47,1,Minute of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",48,1,Second of end of overall time interval,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",49,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",50-53,4,Total number of data values missing in statistical process,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,54-65   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",54,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",55,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",56,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",57-60,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",61,1,Indicator of unit of time for the increment between the successive fields used,(see 		Code table 4.4),,4.4,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",62-65,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,101",,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,"66-nn   These octets are included only if n > 1, where nn = 53 + 12 x n",,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",66-77,12,"As octets 54 to 65, next innermost step of processing",,,,,Operational
"Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",78-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 54 to 65, repeated as necessary",,,,,Operational
