Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",50-53,4,Scaled value of first fixed surface,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",54,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",55,1,Scale factor of second fixed surface,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",56-59,4,Scaled value of second fixed surface,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",60-61,2,Year of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",62,1,Month of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",63,1,Day of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",64,1,Hour of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",65,1,Minute of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",66,1,Second of end of overall time interval,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",67,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",68-71,4,Total number of data values missing in statistical process,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",,,72 - 83 Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",72,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see code table 4.10),,4.10,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",73,1,Type of time increment between successive fields used in the statistical processing,(see code table 4.11),,4.11,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",74,1,Indicator of unit of time for time range over which statistical processing is done,(see code table 4.4),,4.4,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",75-78,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",79,1,"Indicator of unit of time for the increment between the successive fields used",(see code table 4.4),,4.4,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",80-83,4,"Time increment between successive fields, in units defined by the previous octet",,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",,,"84-nn These octets are included only if n > 1, where nn = 71+ 12 x n",,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",84-95,12,"As octets 72 to 83, next innermost step of processing",,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",96-nn,n/a,"Additional time range specifications, included in accordance with the value of n. Contents as octets 72 to 83, repeated as necessary",,,,,Operational

